,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
1188,"frozenset({'6.00x', '18-25, Other Middle East/Central Asia, Secondary, Low, Not Certified'})",frozenset({'6.002x'}),0.0028234653785314577,0.2925008079193101,0.0014117326892657289,0.5,1.7093969878467177,1.0,0.0005858667849130768,1.4149983841613798,0.4161734354478313,0.004803240740740742,0.29328541205885184,0.25241321160667557
2060,"frozenset({'CS50x', '<18, United States, Less than Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.0031126154474172096,0.4380283367067508,0.0015478033099178474,0.4972677595628415,1.13524107435942,1.0,0.00018438954267794823,1.1178349389420066,0.11950179150315654,0.0035209905204101376,0.10541354079836994,0.2504006642337176
1685,"frozenset({""26-35, United States, Master's, Low, Not Certified"", '3.091x'})",frozenset({'6.00x'}),0.002704403585460854,0.4380283367067508,0.0013436973789396696,0.4968553459119497,1.134299551594038,1.0,0.00015909197461647854,1.1169186807953329,0.1187197301604504,0.0030581039755351682,0.10467967167679354,0.2499614748431336
1321,"frozenset({""18-25, United States, Master's, Low, Not Certified"", '6.00x'})",frozenset({'CS50x'}),0.0023302093786675285,0.2472403177248992,0.0011566002755430068,0.49635036496350365,2.0075623973100765,1.0,0.0005804785683957071,1.4946098039375193,0.5030557026411219,0.004655939746662102,0.3309290509365585,0.25051420284498793
1024,"frozenset({'18-25, India, Secondary, Low, Not Certified', '6.002x'})",frozenset({'6.00x'}),0.024305614613984658,0.4380283367067508,0.012025241100130969,0.49475157452764174,1.129496731301349,1.0,0.0013786931581319748,1.1122680150222344,0.11750599437602234,0.026704438149197356,0.10093611746984386,0.2611023433932039
2055,"frozenset({'<18, India, Secondary, Low, Not Certified', '6.00x'})",frozenset({'CS50x'}),0.007262769377306823,0.2472403177248992,0.003588862619699624,0.49414519906323184,1.998643277966744,1.0,0.001793213211291617,1.4880943719049446,0.5033160576996314,0.014303145336225597,0.3279996088420948,0.25433044212930445
1740,"frozenset({'ER22x', '26-35, United States, Secondary, Low, Not Certified'})",frozenset({'CB22x'}),0.00399707448165598,0.17546306533090675,0.0019730239994557174,0.4936170212765957,2.813224654121257,1.0,0.001271685058548414,1.6282872239263604,0.6471226287877271,0.011116435074269286,0.3858577373169728,0.2524308448763746
618,"frozenset({'<18, India, Secondary, Medium, Not Certified'})",frozenset({'6.00x'}),0.002551324137227221,0.4380283367067508,0.0012586532410320957,0.49333333333333335,1.1262589471776752,1.0,0.00014110097280267014,1.1091545986050972,0.11239146996185354,0.002864996709125402,0.09841242937853112,0.24810339248501792
364,"frozenset({""26-35, China, Bachelor's, Low, Not Certified""})",frozenset({'CB22x'}),0.002177129930433895,0.17546306533090675,0.0010715561376354328,0.4921875,2.8050775191450175,1.0,0.0006895502464178378,1.6237035021175992,0.6449076610672111,0.006068779501011463,0.38412401112898903,0.24914725911205893
612,"frozenset({'<18, India, Secondary, Low, Not Certified'})",frozenset({'6.002x'}),0.01496776827173303,0.2925008079193101,0.0073648223427959115,0.49204545454545456,1.682202035767338,1.0,0.0029867380305649846,1.3928395727763023,0.411703363757909,0.024540920426207213,0.2820422254325154,0.2586121324015288
3388,"frozenset({""18-25, India, Bachelor's, Low, Not Certified"", 'CS50x', '6.002x'})",frozenset({'6.00x'}),0.003163641930161754,0.4380283367067508,0.0015478033099178474,0.489247311827957,1.1169307344503971,1.0,0.00016203849731335953,1.1002813618162564,0.10502158445236913,0.0035205818632002474,0.09114156187351927,0.24639044036627533
3482,"frozenset({'18-25, United States, Secondary, Low, Not Certified', 'PH207x', '6.00x'})",frozenset({'3.091x'}),0.0021261034476893507,0.11167996190022622,0.0010375384824724031,0.488,4.369628997867804,1.0,0.0008000953304385168,1.7350000744136207,0.7727906519263161,0.009200603318250376,0.42363114863959256,0.24864514163874504
1237,"frozenset({""18-25, United States, Bachelor's, Low, Not Certified"", '3.091x'})",frozenset({'6.00x'}),0.007636963584100148,0.4380283367067508,0.0037079244127702277,0.4855233853006682,1.1084291691058201,1.0,0.000362717956536814,1.0923172156652334,0.09857518583233646,0.008389778325123153,0.08451502397040513,0.24699420925034185
193,"frozenset({""18-25, Other East Asia, Bachelor's, Low, Not Certified""})",frozenset({'ER22x'}),0.004065109791982039,0.2261833891789839,0.0019730239994557174,0.4853556485355648,2.1458501010942594,1.0,0.0010535636893205455,1.503594877936771,0.5361637886866587,0.008643171149690782,0.33492723693486015,0.24703938239682435
616,"frozenset({'<18, India, Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.01496776827173303,0.4380283367067508,0.007262769377306823,0.48522727272727273,1.1077531567372558,1.0,0.0007064627370275255,1.0916888823356719,0.0987498772183148,0.016293978478211096,0.08398810670261944,0.2509039326397984
1557,"frozenset({""26-35, Other Europe, Master's, Low, Not Certified"", 'CB22x'})",frozenset({'ER22x'}),0.002279182895922984,0.2261833891789839,0.0011055737927984624,0.48507462686567165,2.144607650572525,1.0,0.0005900604808398305,1.5027742876813934,0.5349334550275582,0.004862721627889578,0.3345640737952178,0.24498128997066107
934,"frozenset({'18-25, Brazil, Secondary, Low, Not Certified', '6.00x'})",frozenset({'6.002x'}),0.0025343153096457063,0.2925008079193101,0.0012246355858690661,0.4832214765100671,1.6520346728183042,1.0,0.00048334631027542043,1.3690568781821142,0.3956886278031664,0.004168113928447378,0.2695701574299542,0.24370412663672802
2220,"frozenset({'<18, United States, Less than Secondary, Low, Not Certified', 'CB22x'})",frozenset({'ER22x'}),0.002364227033830558,0.2261833891789839,0.001139591447961492,0.48201438848920863,2.1310777517255257,1.0,0.0006048425646611201,1.4938959570016839,0.5320116605908974,0.005011219147344802,0.33060934042083845,0.24352637006051647
238,"frozenset({""18-25, Other South Asia, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.005936080825948667,0.4380283367067508,0.0028574830336944874,0.48137535816618915,1.0989594001733685,1.0,0.00025731142294735734,1.083580720935602,0.09058600255515258,0.00647798257114213,0.07713382060123364,0.24394943499502716
1004,"frozenset({""18-25, India, Bachelor's, Medium, Not Certified"", '6.002x'})",frozenset({'8.02x'}),0.0038099773782593166,0.18997159525793886,0.0018199445512220842,0.4776785714285714,2.514473654758707,1.0,0.0010961570707775023,1.5508236124976214,0.6046059899315178,0.009480772638667376,0.3551813423903914,0.24362932958571554
142,"frozenset({'18-25, India, Secondary, Medium, Not Certified'})",frozenset({'6.00x'}),0.0088445903423877,0.4380283367067508,0.004218189240215672,0.4769230769230769,1.0887950320948419,1.0,0.00034400804368699654,1.0743575915900352,0.08228123133438107,0.009529298751200769,0.06921121251629724,0.24327651147439133
1163,"frozenset({'18-25, Other Europe, Secondary, Low, Not Certified', 'CB22x'})",frozenset({'ER22x'}),0.002568332964808736,0.2261833891789839,0.0012246355858690661,0.4768211920529801,2.1081176375673683,1.0,0.0006437213313485183,1.4790671928351067,0.5269966728435062,0.005382372729311505,0.32389819418333576,0.24111777003761956
1218,"frozenset({""18-25, Russian Federation, Master's, Low, Not Certified"", '6.00x'})",frozenset({'6.002x'}),0.002177129930433895,0.2925008079193101,0.0010375384824724031,0.4765625,1.6292690040414026,1.0,0.00040072621887517743,1.351640247557139,0.3870705156955372,0.0035333642261353103,0.2601581657491105,0.24005481515671337
1299,"frozenset({""18-25, United States, Bachelor's, Low, Not Certified"", 'CB22x'})",frozenset({'ER22x'}),0.006786522205024408,0.2261833891789839,0.0032316772404878133,0.4761904761904762,2.1053291221737607,1.0,0.0016966786474169617,1.47728625702194,0.5286022536561975,0.014066780188050642,0.32308312268747486,0.2452391695134965
3445,"frozenset({'6.002x', ""18-25, United States, Bachelor's, Low, Not Certified"", '3.091x'})",frozenset({'6.00x'}),0.0025002976544826767,0.4380283367067508,0.0011906179307060365,0.47619047619047616,1.0871225358857868,1.0,9.541670784119936e-05,1.0728549935598393,0.08034137025543092,0.0027100271002710027,0.06790758676351895,0.23945430305854332
158,"frozenset({""18-25, Morocco, Bachelor's, Low, Not Certified""})",frozenset({'6.002x'}),0.003180650757743269,0.2925008079193101,0.0015137856547548178,0.4759358288770053,1.6271265445813674,1.0,0.0005834427384057457,1.3500239685621325,0.3866494476348819,0.005145995952587453,0.2592724105001869,0.2405555750769861
1654,"frozenset({'ER22x', ""26-35, United States, Bachelor's, Low, Not Certified""})",frozenset({'CB22x'}),0.0144745122718691,0.17546306533090675,0.006888575170513497,0.47591069330199764,2.7123126591027864,1.0,0.004348832878121517,1.5732756309493237,0.6405830692335588,0.037632410332651925,0.36438346826957835,0.2575850480856634
454,"frozenset({""26-35, Spain, Master's, Low, Not Certified""})",frozenset({'6.00x'}),0.0038269862058408315,0.4380283367067508,0.0018199445512220842,0.47555555555555556,1.0856730391712726,1.0,0.00014361614887794583,1.0715561376354328,0.07921553283538457,0.004135905067450041,0.06677777777777782,0.23985520565025867
227,"frozenset({'18-25, Other Middle East/Central Asia, Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.005953089653530182,0.4380283367067508,0.0028234653785314577,0.47428571428571425,1.0827740457422437,1.0,0.00021584341932946467,1.0689678377860716,0.0769040950001948,0.006400123375872306,0.06451815980629537,0.2403657826272667
998,"frozenset({""18-25, India, Bachelor's, Medium, Not Certified"", '6.00x'})",frozenset({'6.002x'}),0.0032316772404878133,0.2925008079193101,0.0015307944823363326,0.47368421052631576,1.6194287253284692,1.0,0.0005855262785592006,1.3442484649533106,0.3837384130884464,0.00520321443024802,0.2560899074303703,0.23945884074027599
318,"frozenset({""18-25, United States, Bachelor's, Medium, Not Certified""})",frozenset({'6.00x'}),0.0060721514466007855,0.4380283367067508,0.002874491861276002,0.47338935574229696,1.0807276974394,1.0,0.00021471746288996953,1.0671483180621808,0.07515388301205272,0.006514783547280367,0.06292313535583735,0.23997584899684257
1656,"frozenset({""26-35, United States, Bachelor's, Low, Not Certified"", 'CB22x'})",frozenset({'ER22x'}),0.014576565237358188,0.2261833891789839,0.006888575170513497,0.4725787631271879,2.0893610483183003,1.0,0.0035915982425392618,1.4671699899858643,0.5290971987821386,0.029454545454545455,0.31841572086024306,0.25151723537619736
1225,"frozenset({""18-25, United Kingdom, Bachelor's, Low, Not Certified"", '6.00x'})",frozenset({'CS50x'}),0.0027724388957869133,0.2472403177248992,0.00130967972377664,0.4723926380368098,1.9106618304965712,1.0,0.0006242210503094148,1.426742188498156,0.47794622229212036,0.005266037477773218,0.2991025231736936,0.23884491560618695
1575,"frozenset({""26-35, United States, Bachelor's, Low, Not Certified"", '3.091x'})",frozenset({'6.00x'}),0.0071437075842362184,0.4380283367067508,0.0033677478611399314,0.4714285714285714,1.076251310526929,1.0,0.0002386015100975399,1.0631896332574986,0.07135874877810362,0.007622714148219441,0.059434019370460056,0.2395584980390634
2066,"frozenset({'<18, United States, Secondary, Low, Not Certified', 'CS50x'})",frozenset({'6.00x'}),0.003946047998911435,0.4380283367067508,0.0018539622063851139,0.4698275862068966,1.0725963295873129,1.0,0.00012548136485693567,1.0599790722279172,0.06795094396198495,0.004212397588498995,0.056585147574517894,0.23703005140345218
150,"frozenset({'18-25, India, Secondary, Very High, Certified'})",frozenset({'6.00x'}),0.002721412413042369,0.4380283367067508,0.0012756620686136106,0.46875000000000006,1.0701362462625714,1.0,8.360631583555667e-05,1.057829013257881,0.06571839521543628,0.0029027014474804556,0.05466763771186453,0.23583114103211278
1928,"frozenset({'<18, India, Secondary, Low, Not Certified', '6.00x'})",frozenset({'6.002x'}),0.007262769377306823,0.2925008079193101,0.003401765516302961,0.46838407494145196,1.6013086537205783,1.0,0.0012773996057090908,1.3308464978786545,0.3782579755337011,0.011478420569329661,0.24859854115859184,0.24000700519765508
277,"frozenset({""18-25, Russian Federation, Bachelor's, Low, Not Certified""})",frozenset({'6.002x'}),0.0023302093786675285,0.2925008079193101,0.0010885649652169476,0.46715328467153283,1.5971008353604368,1.0,0.0004069768393355419,1.3277724563706097,0.3747386776288871,0.003705848291835553,0.2468589062816961,0.23543743200838374
286,"frozenset({'18-25, Russian Federation, Secondary, Low, Not Certified'})",frozenset({'6.002x'}),0.0025853417923902508,0.2925008079193101,0.0012076267582875513,0.46710526315789475,1.5969366596989072,1.0,0.0004514121952658457,1.3276528048921588,0.3747699958040222,0.0041092719064706575,0.24679103127325,0.2356169451220072
526,"frozenset({""26-35, Unknown/Other, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.0033167213783953874,0.4380283367067508,0.0015478033099178474,0.4666666666666667,1.065380085168071,1.0,9.498536121959407e-05,1.0536968686748422,0.06157206730605141,0.003519356460532931,0.05096045197740117,0.23510011778563017
1523,"frozenset({""26-35, India, Master's, Low, Not Certified"", '6.002x'})",frozenset({'6.00x'}),0.0026363682751347948,0.4380283367067508,0.0012246355858690661,0.46451612903225814,1.0604704995221355,1.0,6.983157536532636e-05,1.0494651543428148,0.057173059942168813,0.002786809103576405,0.047133679606342425,0.2336559599069573
1774,"frozenset({'<18, India, Secondary, Low, Not Certified', '3.091x'})",frozenset({'6.002x'}),0.0028234653785314577,0.2925008079193101,0.00130967972377664,0.463855421686747,1.5858261212553886,1.0,0.0004838138194239879,1.3196052346673541,0.37045982315226866,0.004454471826911952,0.2421976105209375,0.2341664734182412
67,"frozenset({""18-25, Canada, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.004371268688449306,0.4380283367067508,0.002024050482200262,0.4630350194552528,1.05708918956365,1.0,0.00010931092930051246,1.046570416422935,0.054243140470620274,0.004596191726854892,0.04449812042471793,0.23382792016524534
1929,"frozenset({'<18, India, Secondary, Low, Not Certified', '6.002x'})",frozenset({'6.00x'}),0.0073648223427959115,0.4380283367067508,0.003401765516302961,0.46189376443418007,1.0544837530531879,1.0,0.00017576463534735255,1.0443507734162099,0.0520520047978067,0.007696451935657662,0.042467315144635275,0.23482992496939073
3462,"frozenset({'CS50x', ""18-25, United States, Bachelor's, Low, Not Certified"", '6.002x'})",frozenset({'6.00x'}),0.0023982446889935878,0.4380283367067508,0.0011055737927984624,0.46099290780141844,1.0524271358043256,1.0,5.507466066280225e-05,1.0426053226887912,0.04993521107549609,0.002516551163420961,0.040864286572905424,0.23175844279520694
1509,"frozenset({""26-35, India, Bachelor's, Low, Not Certified"", '6.002x'})",frozenset({'6.00x'}),0.003248686068069328,0.4380283367067508,0.001496776827173303,0.4607329842931937,1.0518337415271906,1.0,7.376027229450094e-05,1.0421027930971904,0.04944002066327239,0.0034034653465346535,0.04040176590646908,0.23207503095760917
1089,"frozenset({'18-25, India, Secondary, Medium, Not Certified', '6.002x'})",frozenset({'6.00x'}),0.004694436412498087,0.4380283367067508,0.0021601211028523803,0.4601449275362319,1.050491233046157,1.0,0.00010382492931023703,1.040967644757965,0.04829110162347321,0.004903096286001081,0.03935534880864654,0.2325381959158269
3648,"frozenset({'7.00x', 'ER22x', ""26-35, United States, Bachelor's, Low, Not Certified""})",frozenset({'CB22x'}),0.0025173064820641915,0.17546306533090675,0.0011566002755430068,0.45945945945945943,2.618553702985653,1.0,0.0007149059638226626,1.5253933291378226,0.6196696975320096,0.006540977298961139,0.3444313798296099,0.2330255808348092
156,"frozenset({""18-25, Mexico, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.0026703859302978244,0.4380283367067508,0.0012246355858690661,0.45859872611464975,1.0469613211842739,1.0,5.4930878455600705e-05,1.0379947192592958,0.044974977450334006,0.002786593389581237,0.036603961999352404,0.23069725844815311
3373,"frozenset({'6.002x', ""18-25, India, Bachelor's, Low, Not Certified"", '3.091x'})",frozenset({'6.00x'}),0.0025343153096457063,0.4380283367067508,0.0011566002755430068,0.45637583892617445,1.0418865645938948,1.0,4.649835576844407e-05,1.0337503435888165,0.040304760127910406,0.0026321901370287217,0.03264844727562274,0.22950815399886945
1678,"frozenset({""26-35, United States, Bachelor's, Medium, Not Certified"", 'ER22x'})",frozenset({'CB22x'}),0.0025343153096457063,0.17546306533090675,0.0011566002755430068,0.45637583892617445,2.600979517059575,1.0,0.0007119215427975252,1.5167407810579618,0.6170933689620721,0.006540348177358854,0.3406915588420606,0.2314837705681667
152,"frozenset({'18-25, India, Secondary, Very High, Certified'})",frozenset({'8.02x'}),0.002721412413042369,0.18997159525793886,0.001241644413450581,0.45625000000000004,2.4016748366013076,1.0,0.0007246533559901653,1.4897074110198827,0.5852165162962838,0.006485429992892681,0.32872724361666394,0.23139297385620916
595,"frozenset({""50+, United States, Bachelor's, Low, Not Certified""})",frozenset({'ER22x'}),0.0034698008266290203,0.2261833891789839,0.001581820965080877,0.4558823529411765,2.0155430272575265,1.0,0.0007970096543378853,1.4221494469143,0.5056101580226169,0.006935640241628758,0.2968390191553048,0.23143794290163053
1365,"frozenset({'PH207x', '18-25, United States, Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.004677427584916571,0.4380283367067508,0.0021261034476893507,0.4545454545454546,1.0377078751637057,1.0,7.725762260207044e-05,1.0302813827042903,0.03650842475819405,0.004825695865343783,0.029391371340523983,0.22969962899291524
1753,"frozenset({""26-35, Unknown/Other, Bachelor's, Low, Not Certified"", 'CB22x'})",frozenset({'6.00x'}),0.0027724388957869133,0.4380283367067508,0.0012586532410320957,0.45398773006134974,1.0364346139671858,1.0,4.4246442889453366e-05,1.0292290013123553,0.035251531592995176,0.002863555452364368,0.028398928979931477,0.22843059084902612
3456,"frozenset({""18-25, United States, Bachelor's, Low, Not Certified"", '6.00x', '8.02x'})",frozenset({'6.002x'}),0.0025853417923902508,0.2925008079193101,0.0011736091031245217,0.4539473684210526,1.551952528439783,1.0,0.00041739454010281606,1.2956611710393358,0.35657225530240627,0.003993055555555556,0.2281932789590092,0.22897984807631686
647,"frozenset({'<18, India, Secondary, Medium, Not Certified'})",frozenset({'CS50x'}),0.002551324137227221,0.2472403177248992,0.0011566002755430068,0.4533333333333333,1.8335736562098697,1.0,0.0005258100852357444,1.3769994187959163,0.4557797881698934,0.004651799151730743,0.27378328098756505,0.22900568702990276
442,"frozenset({""26-35, Other Middle East/Central Asia, Master's, Low, Not Certified""})",frozenset({'6.00x'}),0.0025173064820641915,0.4380283367067508,0.001139591447961492,0.4527027027027027,1.0335009513454743,1.0,3.693987664179208e-05,1.0268124218197638,0.03249682188426952,0.002593481458543005,0.026112288135593218,0.22765217067337207
112,"frozenset({""18-25, India, Bachelor's, Medium, Not Certified""})",frozenset({'6.00x'}),0.0071437075842362184,0.4380283367067508,0.0032316772404878133,0.45238095238095244,1.0327664090914976,1.0,0.00010253088944542181,1.0262091242746292,0.03195511262867577,0.0073124735403917954,0.025539749798224508,0.22987936680516188
3677,"frozenset({""26-35, United States, Bachelor's, Low, Not Certified"", 'PH278x', 'CB22x'})",frozenset({'ER22x'}),0.0028234653785314577,0.2261833891789839,0.0012756620686136106,0.4518072289156627,1.99752612495402,1.0,0.0006370411000678428,1.41157755380537,0.5007947418993525,0.00560161326462021,0.29157275326164545,0.22872358738609125
519,"frozenset({'26-35, United States, Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.016685659857466024,0.4380283367067508,0.007534910618611059,0.45158002038735984,1.0309379155296101,1.0,0.0002261187843906158,1.0247104120644563,0.030518709433972908,0.016849872579970334,0.02411453204098208,0.23439094989002598
206,"frozenset({'18-25, Other Europe, Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.016430527443743303,0.4380283367067508,0.0074158488255404555,0.45134575569358176,1.0304030992308761,1.0,0.00021881221814295474,1.0242728806439223,0.0299989227596455,0.01658866948217479,0.023697669930168086,0.23413791104680642
1805,"frozenset({'<18, United States, Secondary, Low, Not Certified', '3.091x'})",frozenset({'6.00x'}),0.0024152535165751026,0.4380283367067508,0.0010885649652169476,0.45070422535211263,1.0289385128383783,1.0,3.061548462642461e-05,1.0230766177902741,0.028192720499224163,0.002477643141961209,0.02255609930771062,0.22659468635679253
300,"frozenset({'18-25, United Kingdom, Secondary, Low, Not Certified'})",frozenset({'6.00x'}),0.004830507033150205,0.4380283367067508,0.002177129930433895,0.45070422535211263,1.0289385128383783,1.0,6.123096925284921e-05,1.0230766177902741,0.028261143584747586,0.004940368211818287,0.02255609930771062,0.22783726003752877
292,"frozenset({""18-25, United Kingdom, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.00615719558450836,0.4380283367067508,0.0027724388957869133,0.4502762430939226,1.0279614476069192,1.0,7.541275512656627e-05,1.0222801111163629,0.027369390544329315,0.006280826140567202,0.02179452664107122,0.22830280139008638
1402,"frozenset({'18-25, United States, Secondary, Low, Not Certified', 'CB22x'})",frozenset({'ER22x'}),0.008300307859779225,0.2261833891789839,0.0037249332403517426,0.4487704918032787,1.9841001296879355,1.0,0.0018475414773979192,1.4038011378463042,0.5001445320408073,0.016142109530478368,0.2876483904734623,0.23261956685215823
217,"frozenset({""18-25, Other Middle East/Central Asia, Bachelor's, Low, Not Certified""})",frozenset({'6.002x'}),0.010171278893745854,0.2925008079193101,0.004541356964264453,0.44648829431438125,1.526451490819644,1.0,0.0015662496702711637,1.2782009572938144,0.3484298077012807,0.015232770424463714,0.21765040599157173,0.23100712907264098
943,"frozenset({""18-25, Egypt, Bachelor's, Low, Not Certified""})","frozenset({'6.00x', '6.002x'})",0.007245760549725307,0.15804602588743558,0.0032316772404878133,0.44600938967136156,2.8220221746608223,1.0,0.002086513581071768,1.5197982753048833,0.6503565010149029,0.019941225860621328,0.3420179399799672,0.2332285433074845
3494,"frozenset({'18-25, United States, Secondary, Low, Not Certified', '6.00x', '8.02x'})",frozenset({'6.002x'}),0.0023302093786675285,0.2925008079193101,0.0010375384824724031,0.4452554744525547,1.5222367337029161,1.0,0.00035595035659099746,1.2753603857244016,0.3438732526629283,0.0035315231864760034,0.2159079024302589,0.22440130238299072
1528,"frozenset({""26-35, India, Master's, Low, Not Certified"", '6.002x'})",frozenset({'8.02x'}),0.0026363682751347948,0.18997159525793886,0.0011736091031245217,0.44516129032258067,2.3433044804311476,1.0,0.0006727740162097441,1.4599349155234824,0.5747675123862402,0.0061306086183918265,0.3150379586329474,0.2256695519568853
1315,"frozenset({""18-25, United States, Bachelor's, Medium, Not Certified"", '6.00x'})",frozenset({'CS50x'}),0.002874491861276002,0.2472403177248992,0.0012756620686136106,0.44378698224852076,1.7949620285730106,1.0,0.0005649717875340948,1.3533658117499154,0.4441618904657933,0.005126452494873548,0.2611014765424064,0.22447329299547666
715,"frozenset({'ER22x', ""26-35, India, Master's, Low, Not Certified""})",frozenset({'14.73x'}),0.002568332964808736,0.13661490313472693,0.001139591447961492,0.44370860927152317,3.2478785190364365,1.0,0.0007887188887564206,1.5520374955554315,0.6938888484490002,0.008255298176441597,0.35568566940959906,0.22602512136882932
76,"frozenset({""18-25, China, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.004218189240215672,0.4380283367067508,0.0018709710339666287,0.4435483870967742,1.0126020394742612,1.0,2.3284617160645223e-05,1.0099200905559842,0.012497923120521249,0.004248580587849059,0.009822648988518336,0.2239098670621525
280,"frozenset({""18-25, Russian Federation, Master's, Low, Not Certified""})",frozenset({'6.002x'}),0.0034527919990475055,0.2925008079193101,0.0015307944823363326,0.4433497536945813,1.515721467056203,1.0,0.0005208500330376074,1.2709941238263722,0.3414270542944378,0.005199306759098787,0.21321430110985476,0.22429161232440875
1748,"frozenset({'26-35, United States, Secondary, Low, Not Certified', 'PH278x'})",frozenset({'ER22x'}),0.00261935944755328,0.2261833891789839,0.0011566002755430068,0.4415584415584416,1.95221427692476,1.0,0.0005641446782174151,1.38567160542368,0.48904212514658496,0.005080693365212194,0.27832828782383684,0.22333599623417644
491,"frozenset({'26-35, United States, Doctorate, Low, Not Certified'})",frozenset({'6.00x'}),0.00523871889510656,0.4380283367067508,0.0023132005510860137,0.4415584415584416,1.0080590787304569,1.0,1.8493226988259854e-05,1.0063213505483766,0.008036751504910828,0.005245901639344262,0.006281642086726926,0.22341968985078528
1118,"frozenset({'18-25, Other Africa, Secondary, Low, Not Certified', '6.00x'})",frozenset({'6.002x'}),0.0034698008266290203,0.2925008079193101,0.0015307944823363326,0.44117647058823534,1.508291459864751,1.0,0.0005158749372282541,1.266051185828603,0.3381715566630825,0.005199006412107909,0.21014251935989328,0.22320497077123577
290,"frozenset({""18-25, Spain, Bachelor's, Low, Not Certified""})",frozenset({'6.00x'}),0.0023982446889935878,0.4380283367067508,0.001054547310053918,0.43971631205673756,1.0038535756902796,1.0,4.048177918257803e-06,1.0030127154980777,0.0038480111230152665,0.0024001238773614124,0.003003666306046373,0.22106189928158199
2251,"frozenset({""26-35, United States, Bachelor's, Low, Not Certified"", '14.73x', 'CB22x'})",frozenset({'ER22x'}),0.0029425271716020615,0.2261833891789839,0.0012926708961951254,0.43930635838150295,1.94225738669903,1.0,0.0006271201277709216,1.3801059141446987,0.4865669162671264,0.005673758865248227,0.2754179300653633,0.22251075175805482
716,"frozenset({'14.73x', ""26-35, India, Master's, Low, Not Certified""})",frozenset({'ER22x'}),0.002602350619971765,0.2261833891789839,0.001139591447961492,0.4379084967320262,1.9360771731362623,1.0,0.0005509829649042483,1.3766737378559937,0.4847531612062471,0.005005977286312014,0.2736114792475221,0.22147342418192525
1742,"frozenset({'26-35, United States, Secondary, Low, Not Certified', 'CB22x'})",frozenset({'ER22x'}),0.004541356964264453,0.2261833891789839,0.0019730239994557174,0.4344569288389513,1.9208171316911162,1.0,0.0009458444898068018,1.3682717555576904,0.4815752385912775,0.008625176593055246,0.26915103236022564,0.22159002254851762
1108,"frozenset({'6.00x', ""18-25, Other Africa, Bachelor's, Low, Not Certified""})",frozenset({'6.002x'}),0.004660418757335057,0.2925008079193101,0.002024050482200262,0.43430656934306566,1.4848046828741561,1.0,0.0006608742304374505,1.2506759911619938,0.32803954644623784,0.00685799907791609,0.20043240050454036,0.22061319046905564
1264,"frozenset({""18-25, United States, Bachelor's, Low, Not Certified"", '8.02x'})",frozenset({'6.002x'}),0.0070416546187471295,0.2925008079193101,0.0030105624819281207,0.427536231884058,1.4616582939558889,1.0,0.000950872816855844,1.2358846646472812,0.31808541555313175,0.010152575427325915,0.19086300800941008,0.21891436238036127
154,"frozenset({""18-25, Mexico, Bachelor's, Low, Not Certified""})",frozenset({'6.002x'}),0.0026703859302978244,0.2925008079193101,0.001139591447961492,0.4267515923566879,1.4589757730666253,1.0,0.00035850140589301993,1.2341930350740924,0.31542997883221874,0.0038757447793139354,0.18975397560887475,0.2153238103668652
1400,"frozenset({'ER22x', '18-25, United States, Secondary, Low, Not Certified'})",frozenset({'CB22x'}),0.00877655503206164,0.17546306533090675,0.0037249332403517426,0.4244186046511628,2.418848683913902,1.0,0.0021849719913808125,1.432528815788728,0.5917739111343768,0.020635070196928295,0.3019337628825178,0.22282388161988154
602,"frozenset({""50+, United States, Master's, Low, Not Certified""})",frozenset({'CB22x'}),0.005493851308829283,0.17546306533090675,0.0023302093786675285,0.4241486068111455,2.417309910842156,1.0,0.0013662413875481286,1.4318571499898771,0.5895559392239329,0.013045134260140926,0.3016063089763739,0.21871447401433586
605,"frozenset({""50+, United States, Master's, Low, Not Certified""})",frozenset({'ER22x'}),0.005493851308829283,0.2261833891789839,0.0023302093786675285,0.4241486068111455,1.8752420695027583,1.0,0.0010875914699911247,1.3437783080386463,0.46931385363259465,0.010160189854642539,0.25582963051429125,0.2172254539545275
599,"frozenset({'50+, United States, Doctorate, Low, Not Certified'})",frozenset({'ER22x'}),0.0024492711717381322,0.2261833891789839,0.0010375384824724031,0.42361111111111105,1.8728656982670742,1.0,0.0004835540278302913,1.3425252043159794,0.4672031918702791,0.004558702638068904,0.25513502704814933,0.2140991335372069
